Date,Swedish Krona
2018-01-23,9.8443
2018-01-22,9.8340
2018-01-19,9.8333
2018-01-18,9.8305
2018-01-17,9.8425
2018-01-16,9.8228
2018-01-15,9.8335
2018-01-12,9.8350
2018-01-11,9.8203
2018-01-10,9.8110
2018-01-09,9.8288
2018-01-08,9.8165
2018-01-05,9.8318
2018-01-04,9.8220
2018-01-03,9.8250
2018-01-02,9.8283
2017-12-29,9.8438
2017-12-28,9.8452
2017-12-27,9.8727
2017-12-22,9.9327
2017-12-21,9.9844
2017-12-20,9.9128
2017-12-19,9.9508
2017-12-18,9.9588
2017-12-15,9.9583
2017-12-14,9.9488
2017-12-13,9.9060
2017-12-12,9.9328
2017-12-11,10.0160
2017-12-08,9.9770
2017-12-07,9.9558
2017-12-06,9.9265
2017-12-05,9.9680
2017-12-04,9.9635
2017-12-01,9.9487
2017-11-30,9.9208
2017-11-29,9.9150
2017-11-28,9.9060
2017-11-27,9.9260
2017-11-24,9.8638
2017-11-23,9.8440
2017-11-22,9.8818
2017-11-21,9.9473
2017-11-20,9.9585
2017-11-17,9.9443
2017-11-16,9.8868
2017-11-15,9.9728
2017-11-14,9.8905
2017-11-13,9.7705
2017-11-10,9.7430
2017-11-09,9.7355
2017-11-08,9.7288
2017-11-07,9.7443
2017-11-06,9.7683
2017-11-03,9.7912
2017-11-02,9.7615
2017-11-01,9.7535
2017-10-31,9.7415
2017-10-30,9.7090
2017-10-27,9.7390
2017-10-26,9.7218
2017-10-25,9.6858
2017-10-24,9.6475
2017-10-23,9.6440
2017-10-20,9.6445
2017-10-19,9.6445
2017-10-18,9.5945
2017-10-17,9.5813
2017-10-16,9.5885
2017-10-13,9.6050
2017-10-12,9.5883
2017-10-11,9.5313
2017-10-10,9.5265
2017-10-09,9.5348
2017-10-06,9.5418
2017-10-05,9.5195
2017-10-04,9.5425
2017-10-03,9.5675
2017-10-02,9.6055
2017-09-29,9.6490
2017-09-28,9.5800
2017-09-27,9.5885
2017-09-26,9.5473
2017-09-25,9.5325
2017-09-22,9.5358
2017-09-21,9.5135
2017-09-20,9.5335
2017-09-19,9.5261
2017-09-18,9.5145
2017-09-15,9.5058
2017-09-14,9.5345
2017-09-13,9.5475
2017-09-12,9.5355
2017-09-11,9.5705
2017-09-08,9.5388
2017-09-07,9.5263
2017-09-06,9.5010
2017-09-05,9.4690
2017-09-04,9.4733
2017-09-01,9.4778
2017-08-31,9.4818
2017-08-30,9.5095
2017-08-29,9.5363
2017-08-28,9.5155
2017-08-25,9.5053
2017-08-24,9.5118
2017-08-23,9.5455
2017-08-22,9.5390
2017-08-21,9.5173
2017-08-18,9.5370
2017-08-17,9.5088
2017-08-16,9.4820
2017-08-15,9.4835
2017-08-14,9.5665
2017-08-11,9.6083
2017-08-10,9.5680
2017-08-09,9.6210
2017-08-08,9.5980
2017-08-07,9.6175
2017-08-04,9.6053
2017-08-03,9.6093
2017-08-02,9.5918
2017-08-01,9.5563
2017-07-31,9.5423
2017-07-28,9.5355
2017-07-27,9.5820
2017-07-26,9.5705
2017-07-25,9.5545
2017-07-24,9.5883
2017-07-21,9.6193
2017-07-20,9.5678
2017-07-19,9.5598
2017-07-18,9.5658
2017-07-17,9.5400
2017-07-14,9.5333
2017-07-13,9.5430
2017-07-12,9.6350
2017-07-11,9.6390
2017-07-10,9.6175
2017-07-07,9.6155
2017-07-06,9.6310
2017-07-05,9.6243
2017-07-04,9.6735
2017-07-03,9.6358
2017-06-30,9.6398
2017-06-29,9.7215
2017-06-28,9.7780
2017-06-27,9.7678
2017-06-26,9.7618
2017-06-23,9.7700
2017-06-22,9.7683
2017-06-21,9.7808
2017-06-20,9.7575
2017-06-19,9.7443
2017-06-16,9.7370
2017-06-15,9.7278
2017-06-14,9.7448
2017-06-13,9.7443
2017-06-12,9.7803
2017-06-09,9.7615
2017-06-08,9.7885
2017-06-07,9.7953
2017-06-06,9.7503
2017-06-05,9.7448
2017-06-02,9.7433
2017-06-01,9.7760
2017-05-31,9.7558
2017-05-30,9.7688
2017-05-29,9.7248
2017-05-26,9.7275
2017-05-25,9.7275
2017-05-24,9.7418
2017-05-23,9.7403
2017-05-22,9.7895
2017-05-19,9.7893
2017-05-18,9.7655
2017-05-17,9.7573
2017-05-16,9.7215
2017-05-15,9.6733
2017-05-12,9.6673
2017-05-11,9.6478
2017-05-10,9.6990
2017-05-09,9.6698
2017-05-08,9.6590
2017-05-05,9.6865
2017-05-04,9.6438
2017-05-03,9.6273
2017-05-02,9.6290
2017-04-28,9.6318
2017-04-27,9.6244
2017-04-26,9.5605
2017-04-25,9.6010
2017-04-24,9.5825
2017-04-21,9.6390
2017-04-20,9.6203
2017-04-19,9.6195
2017-04-18,9.5908
2017-04-13,9.5820
2017-04-12,9.5553
2017-04-11,9.5915
2017-04-10,9.6098
2017-04-07,9.5963
2017-04-06,9.5895
2017-04-05,9.5748
2017-04-04,9.6100
2017-04-03,9.5145
2017-03-31,9.5322
2017-03-30,9.5623
2017-03-29,9.5505
2017-03-28,9.5318
2017-03-27,9.5503
2017-03-24,9.5373
2017-03-23,9.5095
2017-03-22,9.5105
2017-03-21,9.4923
2017-03-20,9.5078
2017-03-17,9.4610
2017-03-16,9.4838
2017-03-15,9.5603
2017-03-14,9.4968
2017-03-13,9.5645
2017-03-10,9.5778
2017-03-09,9.5525
2017-03-08,9.5223
2017-03-07,9.5218
2017-03-06,9.5335
2017-03-03,9.5375
2017-03-02,9.5195
2017-03-01,9.5268
2017-02-28,9.5675
2017-02-27,9.5548
2017-02-24,9.5188
2017-02-23,9.4975
2017-02-22,9.4700
2017-02-21,9.4690
2017-02-20,9.4785
2017-02-17,9.4478
2017-02-16,9.4748
2017-02-15,9.4508
2017-02-14,9.4653
2017-02-13,9.4780
2017-02-10,9.4873
2017-02-09,9.4835
2017-02-08,9.4523
2017-02-07,9.4810
2017-02-06,9.4605
2017-02-03,9.4420
2017-02-02,9.4183
2017-02-01,9.4253
2017-01-31,9.4505
2017-01-30,9.4390
2017-01-27,9.4528
2017-01-26,9.4660
2017-01-25,9.4833
2017-01-24,9.4985
2017-01-23,9.5113
2017-01-20,9.5073
2017-01-19,9.5478
2017-01-18,9.5328
2017-01-17,9.5033
2017-01-16,9.4830
2017-01-13,9.4875
2017-01-12,9.5090
2017-01-11,9.5695
2017-01-10,9.5595
2017-01-09,9.5533
2017-01-06,9.5515
2017-01-05,9.5341
2017-01-04,9.5238
2017-01-03,9.5348
2017-01-02,9.5438
2016-12-30,9.5525
2016-12-29,9.5585
2016-12-28,9.5783
2016-12-27,9.6588
2016-12-23,9.6460
2016-12-22,9.6008
2016-12-21,9.6385
2016-12-20,9.7265
2016-12-19,9.7800
2016-12-16,9.7890
2016-12-15,9.7688
2016-12-14,9.7553
2016-12-13,9.7180
2016-12-12,9.7445
2016-12-09,9.6910
2016-12-08,9.7228
2016-12-07,9.7735
2016-12-06,9.8030
2016-12-05,9.8015
2016-12-02,9.7983
2016-12-01,9.7935
2016-11-30,9.7538
2016-11-29,9.7668
2016-11-28,9.7798
2016-11-25,9.7840
2016-11-24,9.7658
2016-11-23,9.7863
2016-11-22,9.7973
2016-11-21,9.8145
2016-11-18,9.8243
2016-11-17,9.8368
2016-11-16,9.8328
2016-11-15,9.8510
2016-11-14,9.8095
2016-11-11,9.8610
2016-11-10,9.9090
2016-11-09,10.0025
2016-11-08,9.9185
2016-11-07,9.9833
2016-11-04,9.9630
2016-11-03,9.9068
2016-11-02,9.8910
2016-11-01,9.8800
2016-10-31,9.8650
2016-10-28,9.8620
2016-10-27,9.8150
2016-10-26,9.7368
2016-10-25,9.7180
2016-10-24,9.7050
2016-10-21,9.6913
2016-10-20,9.7040
2016-10-19,9.6980
2016-10-18,9.7025
2016-10-17,9.7028
2016-10-14,9.7068
2016-10-13,9.7365
2016-10-12,9.7318
2016-10-11,9.7318
2016-10-10,9.6618
2016-10-07,9.6335
2016-10-06,9.6320
2016-10-05,9.6260
2016-10-04,9.6005
2016-10-03,9.5930
2016-09-30,9.6210
2016-09-29,9.6218
2016-09-28,9.6165
2016-09-27,9.6213
2016-09-26,9.6075
2016-09-23,9.5820
2016-09-22,9.5833
2016-09-21,9.5698
2016-09-20,9.5763
2016-09-19,9.5688
2016-09-16,9.5570
2016-09-15,9.5500
2016-09-14,9.5343
2016-09-13,9.5380
2016-09-12,9.5587
2016-09-09,9.5020
2016-09-08,9.4945
2016-09-07,9.5063
2016-09-06,9.5360
2016-09-05,9.5478
2016-09-02,9.5985
2016-09-01,9.5490
2016-08-31,9.5159
2016-08-30,9.5008
2016-08-29,9.4940
2016-08-26,9.4903
2016-08-25,9.4956
2016-08-24,9.4545
2016-08-23,9.4673
2016-08-22,9.4825
2016-08-19,9.4936
2016-08-18,9.4759
2016-08-17,9.4951
2016-08-16,9.4532
2016-08-15,9.4601
2016-08-12,9.4299
2016-08-11,9.4310
2016-08-10,9.4811
2016-08-09,9.4875
2016-08-08,9.5250
2016-08-05,9.5043
2016-08-04,9.5105
2016-08-03,9.5146
2016-08-02,9.5537
2016-08-01,9.5833
2016-07-29,9.5673
2016-07-28,9.5497
2016-07-27,9.5370
2016-07-26,9.5124
2016-07-25,9.5070
2016-07-22,9.4979
2016-07-21,9.4736
2016-07-20,9.4684
2016-07-19,9.4922
2016-07-18,9.4679
2016-07-15,9.4556
2016-07-14,9.4413
2016-07-13,9.4368
2016-07-12,9.4470
2016-07-11,9.4760
2016-07-08,9.4685
2016-07-07,9.4792
2016-07-06,9.4671
2016-07-05,9.4329
2016-07-04,9.3910
2016-07-01,9.3900
2016-06-30,9.4242
2016-06-29,9.4311
2016-06-28,9.4425
2016-06-27,9.4050
2016-06-24,9.4610
2016-06-23,9.3030
2016-06-22,9.3468
2016-06-21,9.3240
2016-06-20,9.3338
2016-06-17,9.3815
2016-06-16,9.3915
2016-06-15,9.3540
2016-06-14,9.3184
2016-06-13,9.3265
2016-06-10,9.3233
2016-06-09,9.2433
2016-06-08,9.2283
2016-06-07,9.2238
2016-06-06,9.2460
2016-06-03,9.2605
2016-06-02,9.2945
2016-06-01,9.2796
2016-05-31,9.2910
2016-05-30,9.2830
2016-05-27,9.2673
2016-05-26,9.2870
2016-05-25,9.2651
2016-05-24,9.3060
2016-05-23,9.3440
2016-05-20,9.3588
2016-05-19,9.3709
2016-05-18,9.3525
2016-05-17,9.3513
2016-05-16,9.3370
2016-05-13,9.3285
2016-05-12,9.2945
2016-05-11,9.2920
2016-05-10,9.2778
2016-05-09,9.2730
2016-05-06,9.2753
2016-05-05,9.2575
2016-05-04,9.2630
2016-05-03,9.2305
2016-05-02,9.1803
2016-04-29,9.1689
2016-04-28,9.1763
2016-04-27,9.1613
2016-04-26,9.1545
2016-04-25,9.1570
2016-04-22,9.1381
2016-04-21,9.1845
2016-04-20,9.1643
2016-04-19,9.1773
2016-04-18,9.1948
2016-04-15,9.1902
2016-04-14,9.1580
2016-04-13,9.1760
2016-04-12,9.2138
2016-04-11,9.2815
2016-04-08,9.2928
2016-04-07,9.2575
2016-04-06,9.2628
2016-04-05,9.2560
2016-04-04,9.2493
2016-04-01,9.2413
2016-03-31,9.2253
2016-03-30,9.2420
2016-03-29,9.2690
2016-03-24,9.2688
2016-03-23,9.2315
2016-03-22,9.2315
2016-03-21,9.2538
2016-03-18,9.2773
2016-03-17,9.2935
2016-03-16,9.2235
2016-03-15,9.2421
2016-03-14,9.2810
2016-03-11,9.3090
2016-03-10,9.2361
2016-03-09,9.2920
2016-03-08,9.3728
2016-03-07,9.3309
2016-03-04,9.3345
2016-03-03,9.3620
2016-03-02,9.3385
2016-03-01,9.3650
2016-02-29,9.3219
2016-02-26,9.3710
2016-02-25,9.3808
2016-02-24,9.3636
2016-02-23,9.3510
2016-02-22,9.3572
2016-02-19,9.3838
2016-02-18,9.4014
2016-02-17,9.4723
2016-02-16,9.4742
2016-02-15,9.4862
2016-02-12,9.4550
2016-02-11,9.5188
2016-02-10,9.5162
2016-02-09,9.5142
2016-02-08,9.4307
2016-02-05,9.4325
2016-02-04,9.4036
2016-02-03,9.3580
2016-02-02,9.3437
2016-02-01,9.2835
2016-01-29,9.3483
2016-01-28,9.3046
2016-01-27,9.2591
2016-01-26,9.2644
2016-01-25,9.2758
2016-01-22,9.2738
2016-01-21,9.3527
2016-01-20,9.3431
2016-01-19,9.3231
2016-01-18,9.3411
2016-01-15,9.3474
2016-01-14,9.2850
2016-01-13,9.2460
2016-01-12,9.2483
2016-01-11,9.2720
2016-01-08,9.2640
2016-01-07,9.2780
2016-01-06,9.2330
2016-01-05,9.2235
2016-01-04,9.1696
2015-12-31,9.1895
2015-12-30,9.1878
2015-12-29,9.1567
2015-12-28,9.1863
2015-12-24,9.1900
2015-12-23,9.2090
2015-12-22,9.2620
2015-12-21,9.2930
2015-12-18,9.2660
2015-12-17,9.3022
2015-12-16,9.2991
2015-12-15,9.2883
2015-12-14,9.3630
2015-12-11,9.3007
2015-12-10,9.2761
2015-12-09,9.2587
2015-12-08,9.2236
2015-12-07,9.2188
2015-12-04,9.2724
2015-12-03,9.2250
2015-12-02,9.2132
2015-12-01,9.2118
2015-11-30,9.2070
2015-11-27,9.2420
2015-11-26,9.2756
2015-11-25,9.2717
2015-11-24,9.2622
2015-11-23,9.2496
2015-11-20,9.2796
2015-11-19,9.3089
2015-11-18,9.3019
2015-11-17,9.3243
2015-11-16,9.3206
2015-11-13,9.3388
2015-11-12,9.3009
2015-11-11,9.3290
2015-11-10,9.3102
2015-11-09,9.3378
2015-11-06,9.3839
2015-11-05,9.3916
2015-11-04,9.3663
2015-11-03,9.3935
2015-11-02,9.3843
2015-10-30,9.3866
2015-10-29,9.3574
2015-10-28,9.3358
2015-10-27,9.4065
2015-10-26,9.3814
2015-10-23,9.4079
2015-10-22,9.4207
2015-10-21,9.4219
2015-10-20,9.4235
2015-10-19,9.3940
2015-10-16,9.3557
2015-10-15,9.3274
2015-10-14,9.2716
2015-10-13,9.2560
2015-10-12,9.3017
2015-10-09,9.2683
2015-10-08,9.2790
2015-10-07,9.2924
2015-10-06,9.3121
2015-10-05,9.3513
2015-10-02,9.3412
2015-10-01,9.3754
2015-09-30,9.4083
2015-09-29,9.4462
2015-09-28,9.4527
2015-09-25,9.3917
2015-09-24,9.4292
2015-09-23,9.3798
2015-09-22,9.3412
2015-09-21,9.3300
2015-09-18,9.3248
2015-09-17,9.3317
2015-09-16,9.3251
2015-09-15,9.3277
2015-09-14,9.3350
2015-09-11,9.3709
2015-09-10,9.4001
2015-09-09,9.4024
2015-09-08,9.4188
2015-09-07,9.4197
2015-09-04,9.4147
2015-09-03,9.3907
2015-09-02,9.4968
2015-09-01,9.4954
2015-08-31,9.5032
2015-08-28,9.4953
2015-08-27,9.5701
2015-08-26,9.6557
2015-08-25,9.5653
2015-08-24,9.5035
2015-08-21,9.5314
2015-08-20,9.5014
2015-08-19,9.4604
2015-08-18,9.4282
2015-08-17,9.4450
2015-08-14,9.4308
2015-08-13,9.4520
2015-08-12,9.5815
2015-08-11,9.5853
2015-08-10,9.5958
2015-08-07,9.5744
2015-08-06,9.5365
2015-08-05,9.4776
2015-08-04,9.4450
2015-08-03,9.4865
2015-07-31,9.4622
2015-07-30,9.4714
2015-07-29,9.4766
2015-07-28,9.4537
2015-07-27,9.4530
2015-07-24,9.4263
2015-07-23,9.4322
2015-07-22,9.3836
2015-07-21,9.3683
2015-07-20,9.3443
2015-07-17,9.3435
2015-07-16,9.2787
2015-07-15,9.3570
2015-07-14,9.4080
2015-07-13,9.3884
2015-07-10,9.4101
2015-07-09,9.3627
2015-07-08,9.3927
2015-07-07,9.3288
2015-07-06,9.3699
2015-07-03,9.3726
2015-07-02,9.3480
2015-07-01,9.2460
2015-06-30,9.2150
2015-06-29,9.2447
2015-06-26,9.2641
2015-06-25,9.2276
2015-06-24,9.2118
2015-06-23,9.2071
2015-06-22,9.2253
2015-06-19,9.2177
2015-06-18,9.2160
2015-06-17,9.2185
2015-06-16,9.1944
2015-06-15,9.1780
2015-06-12,9.2040
2015-06-11,9.2558
2015-06-10,9.3616
2015-06-09,9.3535
2015-06-08,9.3678
2015-06-05,9.3417
2015-06-04,9.3396
2015-06-03,9.3890
2015-06-02,9.3810
2015-06-01,9.3734
2015-05-29,9.3272
2015-05-28,9.2617
2015-05-27,9.2708
2015-05-26,9.1860
2015-05-25,9.2425
2015-05-22,9.2476
2015-05-21,9.2613
2015-05-20,9.2927
2015-05-19,9.3133
2015-05-18,9.3836
2015-05-15,9.4273
2015-05-14,9.3907
2015-05-13,9.3267
2015-05-12,9.3147
2015-05-11,9.2690
2015-05-08,9.2945
2015-05-07,9.2951
2015-05-06,9.3066
2015-05-05,9.3284
2015-05-04,9.3340
2015-04-30,9.3261
2015-04-29,9.2723
2015-04-28,9.3808
2015-04-27,9.3562
2015-04-24,9.3816
2015-04-23,9.3790
2015-04-22,9.2985
2015-04-21,9.2863
2015-04-20,9.3018
2015-04-17,9.2921
2015-04-16,9.2606
2015-04-15,9.3115
2015-04-14,9.3235
2015-04-13,9.3309
2015-04-10,9.3331
2015-04-09,9.3421
2015-04-08,9.3595
2015-04-07,9.3740
2015-04-02,9.3445
2015-04-01,9.2541
2015-03-31,9.2901
2015-03-30,9.3207
2015-03-27,9.3178
2015-03-26,9.3250
2015-03-25,9.3026
2015-03-24,9.2889
2015-03-23,9.2804
2015-03-20,9.3006
2015-03-19,9.2797
2015-03-18,9.3325
2015-03-17,9.1769
2015-03-16,9.1532
2015-03-13,9.1518
2015-03-12,9.1141
2015-03-11,9.1204
2015-03-10,9.1849
2015-03-09,9.1865
2015-03-06,9.1893
2015-03-05,9.2140
2015-03-04,9.2379
2015-03-03,9.2765
2015-03-02,9.3436
2015-02-27,9.3693
2015-02-26,9.4146
2015-02-25,9.4910
2015-02-24,9.5199
2015-02-23,9.5656
2015-02-20,9.5213
2015-02-19,9.5713
2015-02-18,9.5489
2015-02-17,9.5235
2015-02-16,9.5838
2015-02-13,9.5887
2015-02-12,9.6298
2015-02-11,9.4585
2015-02-10,9.4264
2015-02-09,9.4685
2015-02-06,9.4565
2015-02-05,9.4579
2015-02-04,9.4281
2015-02-03,9.4118
2015-02-02,9.3672
2015-01-30,9.3612
2015-01-29,9.3245
2015-01-28,9.2895
2015-01-27,9.3089
2015-01-26,9.3628
2015-01-23,9.3327
2015-01-22,9.4405
2015-01-21,9.4238
2015-01-20,9.4297
2015-01-19,9.4076
2015-01-16,9.4085
2015-01-15,9.4611
2015-01-14,9.5011
2015-01-13,9.4564
2015-01-12,9.5410
2015-01-09,9.4883
2015-01-08,9.4340
2015-01-07,9.3989
2015-01-06,9.4208
2015-01-05,9.4882
2015-01-02,9.4702
2014-12-31,9.3930
2014-12-30,9.4746
2014-12-29,9.6234
2014-12-24,9.5400
2014-12-23,9.5031
2014-12-22,9.5536
2014-12-19,9.4624
2014-12-18,9.4361
2014-12-17,9.5019
2014-12-16,9.5510
2014-12-15,9.4096
2014-12-12,9.3700
2014-12-11,9.3575
2014-12-10,9.3276
2014-12-09,9.3004
2014-12-08,9.3058
2014-12-05,9.2990
2014-12-04,9.2747
2014-12-03,9.2713
2014-12-02,9.2795
2014-12-01,9.2562
2014-11-28,9.2660
2014-11-27,9.2613
2014-11-26,9.2514
2014-11-25,9.2662
2014-11-24,9.2396
2014-11-21,9.2295
2014-11-20,9.2790
2014-11-19,9.2598
2014-11-18,9.2388
2014-11-17,9.2449
2014-11-14,9.2376
2014-11-13,9.2442
2014-11-12,9.2283
2014-11-11,9.1908
2014-11-10,9.2074
2014-11-07,9.2125
2014-11-06,9.2027
2014-11-05,9.2164
2014-11-04,9.2623
2014-11-03,9.2300
2014-10-31,9.2664
2014-10-30,9.2710
2014-10-29,9.3294
2014-10-28,9.3630
2014-10-27,9.2568
2014-10-24,9.1881
2014-10-23,9.1869
2014-10-22,9.2118
2014-10-21,9.2004
2014-10-20,9.1969
2014-10-17,9.1532
2014-10-16,9.1931
2014-10-15,9.2003
2014-10-14,9.1585
2014-10-13,9.1103
2014-10-10,9.1506
2014-10-09,9.1262
2014-10-08,9.1322
2014-10-07,9.0668
2014-10-06,9.0773
2014-10-03,9.1122
2014-10-02,9.0894
2014-10-01,9.0932
2014-09-30,9.1465
2014-09-29,9.2018
2014-09-26,9.2132
2014-09-25,9.1836
2014-09-24,9.1825
2014-09-23,9.1725
2014-09-22,9.1715
2014-09-19,9.1650
2014-09-18,9.1928
2014-09-17,9.2634
2014-09-16,9.2376
2014-09-15,9.2329
2014-09-12,9.2308
2014-09-11,9.1945
2014-09-10,9.1819
2014-09-09,9.1708
2014-09-08,9.1732
2014-09-05,9.1813
2014-09-04,9.1570
2014-09-03,9.1969
2014-09-02,9.2018
2014-09-01,9.1921
2014-08-29,9.1658
2014-08-28,9.1990
2014-08-27,9.1608
2014-08-26,9.1563
2014-08-25,9.1489
2014-08-22,9.1532
2014-08-21,9.1695
2014-08-20,9.1651
2014-08-19,9.1529
2014-08-18,9.1633
2014-08-15,9.1542
2014-08-14,9.1842
2014-08-13,9.1884
2014-08-12,9.1817
2014-08-11,9.1941
2014-08-08,9.2440
2014-08-07,9.2334
2014-08-06,9.2454
2014-08-05,9.2066
2014-08-04,9.2563
2014-08-01,9.2205
2014-07-31,9.2261
2014-07-30,9.2272
2014-07-29,9.1801
2014-07-28,9.1523
2014-07-25,9.1661
2014-07-24,9.2102
2014-07-23,9.2016
2014-07-22,9.2414
2014-07-21,9.2592
2014-07-18,9.2282
2014-07-17,9.2470
2014-07-16,9.2495
2014-07-15,9.2564
2014-07-14,9.2482
2014-07-11,9.2176
2014-07-10,9.2168
2014-07-09,9.2585
2014-07-08,9.2977
2014-07-07,9.3098
2014-07-04,9.3129
2014-07-03,9.3286
2014-07-02,9.1574
2014-07-01,9.1600
2014-06-30,9.1762
2014-06-27,9.1962
2014-06-26,9.1841
2014-06-25,9.1734
2014-06-24,9.1516
2014-06-23,9.1283
2014-06-20,9.1490
2014-06-19,9.0885
2014-06-18,9.0070
2014-06-17,9.0058
2014-06-16,9.0005
2014-06-13,9.0232
2014-06-12,9.0637
2014-06-11,9.0467
2014-06-10,9.0686
2014-06-09,9.0795
2014-06-06,9.0674
2014-06-05,9.0285
2014-06-04,9.0740
2014-06-03,9.1044
2014-06-02,9.1027
2014-05-30,9.0823
2014-05-29,9.0255
2014-05-28,9.0320
2014-05-27,9.0393
2014-05-26,9.0371
2014-05-23,9.0600
2014-05-22,8.9944
2014-05-21,9.0008
2014-05-20,9.0294
2014-05-19,9.0461
2014-05-16,9.0122
2014-05-15,8.9740
2014-05-14,8.9990
2014-05-13,8.9910
2014-05-12,9.0155
2014-05-09,9.0189
2014-05-08,9.0439
2014-05-07,9.0497
2014-05-06,9.0666
2014-05-05,9.0844
2014-05-02,9.0246
2014-04-30,9.0723
2014-04-29,9.0555
2014-04-28,9.0520
2014-04-25,9.0927
2014-04-24,9.0690
2014-04-23,9.0829
2014-04-22,9.0925
2014-04-17,9.1091
2014-04-16,9.0920
2014-04-15,9.0902
2014-04-14,9.0688
2014-04-11,9.0754
2014-04-10,9.0518
2014-04-09,8.9953
2014-04-08,8.9653
2014-04-07,8.9733
2014-04-04,8.9598
2014-04-03,8.9554
2014-04-02,8.9049
2014-04-01,8.9002
2014-03-31,8.9483
2014-03-28,8.9312
2014-03-27,8.9191
2014-03-26,8.9032
2014-03-25,8.8576
2014-03-24,8.8624
2014-03-21,8.8541
2014-03-20,8.8576
2014-03-19,8.8339
2014-03-18,8.8226
2014-03-17,8.8604
2014-03-14,8.8676
2014-03-13,8.8495
2014-03-12,8.8619
2014-03-11,8.8287
2014-03-10,8.8735
2014-03-07,8.8590
2014-03-06,8.8300
2014-03-05,8.8519
2014-03-04,8.8603
2014-03-03,8.8652
2014-02-28,8.8525
2014-02-27,8.9184
2014-02-26,8.9287
2014-02-25,8.9313
2014-02-24,8.9372
2014-02-21,8.9953
2014-02-20,8.9606
2014-02-19,8.9382
2014-02-18,8.9220
2014-02-17,8.8286
2014-02-14,8.8486
2014-02-13,8.8106
2014-02-12,8.7718
2014-02-11,8.8200
2014-02-10,8.8457
2014-02-07,8.8595
2014-02-06,8.7883
2014-02-05,8.8290
2014-02-04,8.8231
2014-02-03,8.8318
2014-01-31,8.8509
2014-01-30,8.8347
2014-01-29,8.8005
2014-01-28,8.8158
2014-01-27,8.8057
2014-01-24,8.8197
2014-01-23,8.7661
2014-01-22,8.7958
2014-01-21,8.8071
2014-01-20,8.7830
2014-01-17,8.7937
2014-01-16,8.8174
2014-01-15,8.7955
2014-01-14,8.8198
2014-01-13,8.8713
2014-01-10,8.8820
2014-01-09,8.9260
2014-01-08,8.8964
2014-01-07,8.8573
2014-01-06,8.8687
2014-01-03,8.8561
2014-01-02,8.8832
2013-12-31,8.8591
2013-12-30,8.9283
2013-12-27,8.9785
2013-12-24,9.0015
2013-12-23,8.9873
2013-12-20,8.9905
2013-12-19,8.9539
2013-12-18,8.9892
2013-12-17,9.0412
2013-12-16,9.0266
2013-12-13,9.0351
2013-12-12,9.0604
2013-12-11,9.0124
2013-12-10,8.9897
2013-12-09,8.9554
2013-12-06,8.9261
2013-12-05,8.8631
2013-12-04,8.8382
2013-12-03,8.8677
2013-12-02,8.8904
2013-11-29,8.9075
2013-11-28,8.9301
2013-11-27,8.9100
2013-11-26,8.8942
2013-11-25,8.8915
2013-11-22,8.8948
2013-11-21,8.9353
2013-11-20,8.9195
2013-11-19,8.9613
2013-11-18,8.9156
2013-11-15,8.9438
2013-11-14,8.9740
2013-11-13,8.9928
2013-11-12,8.9103
2013-11-11,8.7967
2013-11-08,8.8375
2013-11-07,8.7110
2013-11-06,8.7874
2013-11-05,8.7940
2013-11-04,8.7722
2013-11-01,8.8055
2013-10-31,8.8052
2013-10-30,8.7820
2013-10-29,8.7695
2013-10-28,8.7464
2013-10-25,8.7351
2013-10-24,8.7626
2013-10-23,8.7756
2013-10-22,8.7626
2013-10-21,8.7850
2013-10-18,8.7686
2013-10-17,8.7781
2013-10-16,8.8116
2013-10-15,8.7617
2013-10-14,8.7988
2013-10-11,8.7659
2013-10-10,8.8217
2013-10-09,8.7445
2013-10-08,8.7023
2013-10-07,8.7425
2013-10-04,8.6732
2013-10-03,8.6214
2013-10-02,8.6550
2013-10-01,8.6329
2013-09-30,8.6575
2013-09-27,8.6863
2013-09-26,8.6554
2013-09-25,8.6881
2013-09-24,8.6315
2013-09-23,8.6007
2013-09-20,8.5969
2013-09-19,8.5702
2013-09-18,8.6263
2013-09-17,8.6352
2013-09-16,8.6943
2013-09-13,8.7048
2013-09-12,8.6924
2013-09-11,8.6717
2013-09-10,8.6887
2013-09-09,8.7492
2013-09-06,8.7248
2013-09-05,8.7751
2013-09-04,8.7165
2013-09-03,8.7031
2013-09-02,8.7222
2013-08-30,8.7503
2013-08-29,8.7178
2013-08-28,8.6875
2013-08-27,8.6894
2013-08-26,8.7281
2013-08-23,8.7140
2013-08-22,8.6890
2013-08-21,8.7277
2013-08-20,8.7061
2013-08-19,8.7120
2013-08-16,8.7070
2013-08-15,8.6455
2013-08-14,8.6393
2013-08-13,8.6624
2013-08-12,8.6792
2013-08-09,8.6747
2013-08-08,8.6828
2013-08-07,8.7261
2013-08-06,8.7112
2013-08-05,8.7618
2013-08-02,8.7714
2013-08-01,8.6914
2013-07-31,8.7128
2013-07-30,8.6818
2013-07-29,8.5812
2013-07-26,8.6118
2013-07-25,8.6085
2013-07-24,8.5521
2013-07-23,8.5525
2013-07-22,8.5577
2013-07-19,8.5933
2013-07-18,8.6212
2013-07-17,8.6295
2013-07-16,8.6974
2013-07-15,8.7359
2013-07-12,8.7050
2013-07-11,8.7055
2013-07-10,8.6767
2013-07-09,8.7194
2013-07-08,8.7898
2013-07-05,8.6562
